#Nf L Ltinner    EH0                     EM0                   ntot nthr
#  symbol of convergence
#   conv0 = seems to be converged well
#   conv1 = seems to be okay but slightly rising 
#   conv2 = seems to be okay but slightly falling 
#   conv3 = seems to be converged but with large error( there was a jump )
66 4   100       0.7920E+03 0.8062E-01   0.7534E+03 0.1496E+00 40000 4080  # out_L4Lt100Lto0ifread0 # conv0
66 4   150       0.7318E+03 0.1410E+00   0.6856E+03 0.2140E+00 40000 4080  # out_L4Lt150Lto0ifread0 # conv0
66 4   200       0.7117E+03 0.1723E+00   0.6628E+03 0.2424E+00 40000 4080  # out_L4Lt200Lto0ifread0 # conv0
66 4   250       0.7079E+03 0.1916E+00   0.6580E+03 0.2617E+00 39260 4080  # out_L4Lt250Lto0ifread0 # conv1
#66 4   300       0.7043E+03 0.3100E+00   0.6539E+03 0.4640E+00 13350 4080  # out_1L4Lt300Lto0ifread0 
66 4   300       0.7070E+03 0.2261E+00   0.6564E+03 0.3098E+00 38520 4080  # out_L4Lt300Lto0ifread0 #conv1
#66 4   300                 19440 4080  # out_L4Lt300Lto0ifread1
66 4   350       0.7066E+03 0.2694E+00   0.6562E+03 0.3158E+00 33090 4080  # out_L4Lt350Lto0ifread0 # conv1 
#66 4   400       0.7037E+03 0.4457E+00   0.6525E+03 0.5098E+00 12830 4080  # out_L4Lt400Lto0ifread0 
66 4   400       0.7068E+03 0.2188E+00   0.6557E+03 0.3003E+00 40000 4080  # out_L4Lt400Lto0ifread1 # conv1 
#66 4   500       0.7030E+03 0.3198E+00   0.6523E+03 0.4620E+00 12360 4080  # out_L4Lt500Lto0ifread0 
66 4   500       0.7065E+03 0.1940E+00   0.6558E+03 0.2819E+00 38010 4080  # out_L4Lt500Lto0ifread1 # conv1
#66 4   600       0.7050E+03 0.2933E+00   0.6529E+03 0.8566E+00 21990 4080  # out_L4Lt600Lto0ifread0 
66 4   600       0.7065E+03 0.2093E+00   0.6549E+03 0.5027E+00 40000 4080  # out_L4Lt600Lto0ifread1 # conv3

