#  symbol of convergence
#    conv0 = seems to be converged well
#    conv1 = seems to be okay but slightly rising 
#    conv2 = seems to be okay but slightly falling 
#    conv3 = seems to be converged but with large error( there was a jump )
#    conv4 = seems to be converged but with staggering/oscillation  
#  
#    div1 = seems to be not converged still rising  
#    div2 = seems to be converging but error is too large 
#  
##(L=8) Ltouter=5 ntot=1000 MR=200 
#66 8   100 	 0.2465E+03 0.3144E+00 	 0.2307E+03 0.5508E+00 1000 3000  # out_1L8Lt100
#66 8   200 	 0.2363E+03 0.3397E+00 	 0.2195E+03 0.6170E+00 1000 3000  # out_1L8Lt200
#66 8   300 	 0.2224E+03 0.4551E+00 	 0.2027E+03 0.7988E+00 860 3000  # out_1L8Lt300
#66 8   400 	 0.2147E+03 0.7348E+00 	 0.1970E+03 0.1278E+01 540 3000  # out_1L8Lt400
#66 8   500 	 0.2131E+03 0.1090E+01 	 0.1935E+03 0.2023E+01 410 3000  # out_1L8Lt500
#66 8   600 	 0.2112E+03 0.1878E+01 	 0.1909E+03 0.3452E+01 340 3000  # out_1L8Lt600
#(L=8) Ltouter=5 ntot=10000 MR=200 
#66 8   100 	 0.2466E+03 0.1346E+00 	 0.2308E+03 0.2261E+00 4850 3000  # out_2L8Lt100 #conv1 
#66 8   200 	 0.2365E+03 0.1635E+00 	 0.2194E+03 0.2832E+00 3440 3000  # out_2L8Lt200
#66 8   300 	 0.2221E+03 0.2519E+00 	 0.2028E+03 0.3963E+00 2600 3000  # out_2L8Lt300
#66 8   400 	 0.2145E+03 0.3403E+00 	 0.1943E+03 0.5075E+00 2170 3000  # out_2L8Lt400
#66 8   500 	 0.2116E+03 0.4229E+00 	 0.1906E+03 0.5921E+00 1810 3000  # out_2L8Lt500
#66 8   600 	 0.2102E+03 0.5713E+00 	 0.1878E+03 0.1361E+01 1550 3000  # out_2L8Lt600 # not converged 
#(L=8) Ltouter=5 ntot=10000 MR=800 
#66 8   100 	 0.2466E+03 0.1399E+00 	 0.2304E+03 0.1678E+00 4310 3000  # out_L8Lt100MRtest
#66 8   600 	 0.2100E+03 0.5986E+00 	 0.1885E+03 0.6985E+00 1660 2800  # out_L8Lt600MRtest
#(L=8) Ltouter=5 ntot=10000 MR=800 
#66 8   100 	 0.2466E+03 0.9188E-01 	 0.2306E+03 0.1109E+00 6770 4000  # out_1L8Lt100Lto5 #conv1 
#66 8   150 	 0.2420E+03 0.1007E+00 	 0.2258E+03 0.1190E+00 5850 4000  # out_1L8Lt150Lto5 #conv2
#66 8   250 	 0.2290E+03 0.2971E+00 	 0.2108E+03 0.2996E+00 4530 4000  # out_1L8Lt250Lto5 #conv4
#66 8   350 	 0.2169E+03 0.1973E+00 	 0.1967E+03 0.2285E+00 3790 4000  # out_1L8Lt350Lto5 #conv0
#66 8   550 	 0.2116E+03 0.2608E+00 	 0.1897E+03 0.3066E+00 2800 4000  # out_1L8Lt550Lto5 #conv0
#66 8   600 	 0.2107E+03 0.3630E+00 	 0.1888E+03 0.4196E+00 2620 3600  # out_1L8Lt600Lto5 #conv0
#66 8   650 	 0.2112E+03 0.3502E+00 	 0.1888E+03 0.3807E+00 2480 3600  # out_1L8Lt650Lto5 #conv1
#66 8   700 	 0.2118E+03 0.2956E+00 	 0.1894E+03 0.3480E+00 2370 3600  # out_1L8Lt700Lto5 #conv0
#66 8   900       0.2116E+03 0.4771E+00   0.1889E+03 0.5567E+00 1060 4000  # out_1L8Lt900Lto5ifread0 #conv0
#(L=8) Ltouter=5 re-calculation with tapes
#Nf L Ltinner    EH0                     EM0                   ntot nthr
#66 8   100       0.2466E+03 0.1322E+00   0.2305E+03 0.1590E+00 3680 4000  # out_2L8Lt100Lto5ifread0
#66 8   100       0.2482E+03 0.6616E+00   0.2320E+03 0.8287E+00 410 4000  # out_L8Lt100Lto5ifread0
#66 8   100       0.2471E+03 0.3603E+00   0.2307E+03 0.4355E+00 710 4000  # out_L8Lt100Lto5ifread1
#66 8   100       0.2468E+03 0.1180E+00   0.2306E+03 0.1401E+00 4310 4000  # out_L8Lt100Lto5ifread2 #conv4
#66 8   200       0.2365E+03 0.2764E+00   0.2193E+03 0.2601E+00 2830 4000  # out_L8Lt200Lto5ifread0
#66 8   200       0.2364E+03 0.1558E+00   0.2192E+03 0.1589E+00 5570 4000  # out_L8Lt200Lto5ifread1
#66 8   200       0.2364E+03 0.1160E+00   0.2192E+03 0.1230E+00 8310 4000  # out_L8Lt200Lto5ifread2 #conv4
#66 8   300       0.2223E+03 0.2788E+00   0.2030E+03 0.3278E+00 2240 4000  # out_L8Lt300Lto5ifread0
#66 8   300       0.2224E+03 0.1725E+00   0.2030E+03 0.2025E+00 4420 4000  # out_L8Lt300Lto5ifread1
#66 8   300       0.2223E+03 0.1400E+00   0.2029E+03 0.1621E+00 6590 4000  # out_L8Lt300Lto5ifread2 #conv4
#66 8   400       0.2145E+03 0.2916E+00   0.1936E+03 0.3543E+00 1920 4000  # out_L8Lt400Lto5ifread0
#66 8   400       0.2138E+03 0.3687E+00   0.1929E+03 0.3773E+00 3780 4000  # out_L8Lt400Lto5ifread1
#66 8   400       0.2139E+03 0.2753E+00   0.1930E+03 0.2919E+00 5630 4000  # out_L8Lt400Lto5ifread2 #conv1
#66 8   500       0.2119E+03 0.4047E+00   0.1899E+03 0.4613E+00 1640 4000  # out_L8Lt500Lto5ifread0
#66 8   500       0.2112E+03 0.5746E+00   0.1894E+03 0.6797E+00 3230 4000  # out_L8Lt500Lto5ifread1
#66 8   500       0.2115E+03 0.3929E+00   0.1897E+03 0.4616E+00 4820 4000  # out_L8Lt500Lto5ifread2
#66 8   500       0.2114E+03 0.3206E+00   0.1897E+03 0.3665E+00 6410 4000  # out_L8Lt500Lto5ifread3 #conv3
#66 8   600       0.2103E+03 0.5110E+00   0.1886E+03 0.6013E+00 1430 4050  # out_L8Lt600Lto5ifread0
#66 8   600       0.2104E+03 0.4954E+00   0.1883E+03 0.5137E+00 2830 4050  # out_L8Lt600Lto5ifread1
#66 8   600       0.2106E+03 0.3850E+00   0.1885E+03 0.3841E+00 4230 4050  # out_L8Lt600Lto5ifread2
#66 8   600       0.2108E+03 0.2981E+00   0.1887E+03 0.3041E+00 5640 4050  # out_L8Lt600Lto5ifread3 #conv0
#66 8   700       0.2119E+03 0.4122E+00   0.1895E+03 0.4694E+00 1290 4050  # out_L8Lt700Lto5ifread0
#66 8   700       0.2117E+03 0.3057E+00   0.1895E+03 0.3337E+00 2540 4050  # out_L8Lt700Lto5ifread1
#66 8   700       0.2115E+03 0.2440E+00   0.1890E+03 0.3856E+00 3720 4050  # out_L8Lt700Lto5ifread2
#66 8   700       0.2114E+03 0.2098E+00   0.1890E+03 0.3055E+00 4970 4050  # out_L8Lt700Lto5ifread3 #conv2
#66 8   800       0.2105E+03 0.8373E+00   0.1883E+03 0.7556E+00 1190 3200  # out_L8Lt800Lto5ifread0
#66 8   800       0.2113E+03 0.4501E+00   0.1887E+03 0.4447E+00 2340 3200  # out_L8Lt800Lto5ifread1
#66 8   800       0.2112E+03 0.3274E+00   0.1886E+03 0.3456E+00 3490 3200  # out_L8Lt800Lto5ifread2
#66 8   800       0.2115E+03 0.2689E+00   0.1890E+03 0.2894E+00 4640 3200  # out_L8Lt800Lto5ifread3 #conv1
#66 8   900       0.2116E+03 0.4771E+00   0.1889E+03 0.5567E+00 1060 4000  # out_L8Lt900Lto5ifread0
#==================================================================================================
#final summary/choice 
66 8   100       0.2468E+03 0.1180E+00   0.2306E+03 0.1401E+00 4310 4000  # out_L8Lt100Lto5ifread2 #conv4
66 8   150 	 0.2420E+03 0.1007E+00 	 0.2258E+03 0.1190E+00 5850 4000  # out_1L8Lt150Lto5 #conv2
66 8   200       0.2364E+03 0.1160E+00   0.2192E+03 0.1230E+00 8310 4000  # out_L8Lt200Lto5ifread2 #conv4
66 8   250 	 0.2290E+03 0.2971E+00 	 0.2108E+03 0.2996E+00 4530 4000  # out_1L8Lt250Lto5 #conv4
66 8   300       0.2223E+03 0.1400E+00   0.2029E+03 0.1621E+00 6590 4000  # out_L8Lt300Lto5ifread2 #conv4
66 8   350 	 0.2169E+03 0.1973E+00 	 0.1967E+03 0.2285E+00 3790 4000  # out_1L8Lt350Lto5 #conv0
66 8   400       0.2139E+03 0.2753E+00   0.1930E+03 0.2919E+00 5630 4000  # out_L8Lt400Lto5ifread2 #conv1
66 8   500       0.2114E+03 0.3206E+00   0.1897E+03 0.3665E+00 6410 4000  # out_L8Lt500Lto5ifread3 #conv3
66 8   550 	 0.2116E+03 0.2608E+00 	 0.1897E+03 0.3066E+00 2800 4000  # out_1L8Lt550Lto5 #conv0
66 8   600       0.2108E+03 0.2981E+00   0.1887E+03 0.3041E+00 5640 4050  # out_L8Lt600Lto5ifread3 #conv0
66 8   650 	 0.2112E+03 0.3502E+00 	 0.1888E+03 0.3807E+00 2480 3600  # out_1L8Lt650Lto5 #conv1
66 8   700       0.2114E+03 0.2098E+00   0.1890E+03 0.3055E+00 4970 4050  # out_L8Lt700Lto5ifread3 #conv2
66 8   800       0.2115E+03 0.2689E+00   0.1890E+03 0.2894E+00 4640 3200  # out_L8Lt800Lto5ifread3 #conv1
66 8   900       0.2116E+03 0.4771E+00   0.1889E+03 0.5567E+00 1060 4000  # out_L8Lt900Lto5ifread0
