#  symbol of convergence
#     conv0 = seems to be converged well
#     conv1 = seems to be okay but slightly rising 
#     conv2 = seems to be okay but slightly falling 
#     conv3 = seems to be converged but with large error( there was a jump )
#     conv4 = seems to be converged but with staggering/oscillation  
#  
#     div1 = seems to be not converged still rising  
#     div2 = seems to be converging but error is too large 
#
# BCC_6.1_wave
# There are several variations 
# Ltouter=0 or 5, MR200 or 800
##(L=6) Ltouter=5 ntot=1000 MR=200 
#66 6   100 	 0.3934E+03 0.5395E+00 	 0.3672E+03 0.1035E+01 1000 3400  # out_1L6Lt100
#66 6   200 	 0.3611E+03 0.9568E+00 	 0.3294E+03 0.3665E+01 760 3400  # out_1L6Lt200
#66 6   300 	 0.3503E+03 0.1122E+01 	 0.3205E+03 0.2215E+01 513 3400  # out_1L6Lt300
#66 6   400 	 0.3444E+03 0.3407E+01 	 0.3181E+03 0.4954E+01 363 3400  # out_1L6Lt400
#(L=6) Ltouter=5 ntot=10000 MR=200 
#66 6   100 	 0.3935E+03 0.1505E+00 	 0.3670E+03 0.2829E+00 10000 3400  # out_L6Lt100
#66 6   200 	 0.3642E+03 0.2293E+00 	 0.3344E+03 0.4638E+00 7580 3400  # out_L6Lt200
#66 6   300 	 0.3574E+03 0.1368E+01 	 0.3267E+03 0.1098E+01 6220 3400  # out_L6Lt300 #may not converged 
#66 6   400 	 0.3576E+03 0.4290E+00 	 0.3251E+03 0.1604E+01 4770 3400  # out_L6Lt400 #may not converged 
#66 6   500 	 0.3577E+03 0.4218E+00 	 0.3267E+03 0.6176E+00 4170 3400  # out_L6Lt500
#66 6   600 	 0.3571E+03 0.5267E+00 	 0.3256E+03 0.8334E+00 3600 3400  # out_L6Lt600 #may need more run 
#(L=6) Ltouter=5 Recalculation 
#66 6   100       0.3932E+03 0.2586E+00   0.3665E+03 0.3070E+00 4250 4760  # out_1L6Lt100Lto5ifread0
#66 6   200       0.3644E+03 0.3314E+00   0.3349E+03 0.3633E+00 3760 4760  # out_1L6Lt200Lto5ifread0
#66 6   300       0.3551E+03 0.3550E+01   0.3244E+03 0.3231E+01 5030 4760  # out_1L6Lt300Lto5ifread0 #div2
#66 6   400       0.3569E+03 0.7595E+00   0.3254E+03 0.7826E+00 2780 4760  # out_1L6Lt400Lto5ifread0
#66 6   500       0.3566E+03 0.4548E+00   0.3252E+03 0.5248E+00 2610 4760  # out_1L6Lt500Lto5ifread0
#66 6   600       0.3571E+03 0.3668E+00   0.3248E+03 0.4486E+00 2490 4760  # out_1L6Lt600Lto5ifread0
#66 6   600       0.3574E+03 0.3610E+00   0.3251E+03 0.4156E+00 3180 4760  # out_2L6Lt600Lto5ifread0
#66 6   700       0.3554E+03 0.1317E+01   0.3237E+03 0.1182E+01 3030 4760  # out_1L6Lt700Lto5ifread0
#66 6   800       0.3576E+03 0.4315E+00   0.3255E+03 0.4659E+00 2700 4760  # out_1L6Lt800Lto5ifread0
#66 6   100       0.3933E+03 0.1714E+00   0.3667E+03 0.2100E+00 7360 4760  # out_L6Lt100Lto5ifread0
#66 6   100       0.3935E+03 0.1345E+00   0.3668E+03 0.1679E+00 10820 4760  # out_L6Lt100Lto5ifread1
66 6   100       0.3935E+03 0.9815E-01   0.3668E+03 0.1258E+00 18110 4760  # out_L6Lt100Lto5ifread2 #conv4
#66 6   200       0.3647E+03 0.2458E+00   0.3352E+03 0.2840E+00 5750 4760  # out_L6Lt200Lto5ifread0
#66 6   200       0.3646E+03 0.1875E+00   0.3349E+03 0.2232E+00 9060 4760  # out_L6Lt200Lto5ifread1
66 6   200       0.3646E+03 0.1411E+00   0.3350E+03 0.1703E+00 14820 4760  # out_L6Lt200Lto5ifread2 #conv4
#66 6   300       0.3550E+03 0.3634E+01   0.3243E+03 0.3307E+01 4920 4760  # out_L6Lt300Lto5ifread0
#66 6   300       0.3568E+03 0.2187E+01   0.3258E+03 0.1994E+01 7990 4760  # out_L6Lt300Lto5ifread1
66 6   300       0.3578E+03 0.1341E+01   0.3267E+03 0.1225E+01 12880 4760  # out_L6Lt300Lto5ifread2 #div2
#66 6   400       0.3575E+03 0.5396E+00   0.3259E+03 0.5613E+00 4170 4760  # out_L6Lt400Lto5ifread0
#66 6   400       0.3577E+03 0.3964E+00   0.3263E+03 0.4088E+00 6640 4760  # out_L6Lt400Lto5ifread1
66 6   400       0.3580E+03 0.2692E+00   0.3265E+03 0.2843E+00 10750 4760  # out_L6Lt400Lto5ifread2 #conv3
#66 6   500       0.3571E+03 0.3632E+00   0.3256E+03 0.4229E+00 3600 4760  # out_L6Lt500Lto5ifread0
#66 6   500       0.3578E+03 0.2672E+00   0.3260E+03 0.3095E+00 5980 4760  # out_L6Lt500Lto5ifread1
66 6   500       0.3579E+03 0.2222E+00   0.3262E+03 0.2617E+00 8470 4760  # out_L6Lt500Lto5ifread2 #conv0
#66 6   600       0.3570E+03 0.3828E+00   0.3248E+03 0.4693E+00 2290 4760  # out_L6Lt600Lto5ifread0 #conv3
66 6   600       0.3571E+03 0.7072E+00   0.3251E+03 0.5902E+00 5430 4760  # out_L6Lt600Lto5ifread1 #conv3
#66 6   700       0.3552E+03 0.1389E+01   0.3235E+03 0.1241E+01 2880 4760  # out_L6Lt700Lto5ifread0
#66 6   700       0.3566E+03 0.7531E+00   0.3247E+03 0.7180E+00 5710 4760  # out_L6Lt700Lto5ifread1
66 6   700       0.3571E+03 0.5563E+00   0.3249E+03 0.5442E+00 7850 4760  # out_L6Lt700Lto5ifread2 #conv3
#66 6   800       0.3576E+03 0.4482E+00   0.3255E+03 0.4804E+00 2570 4760  # out_L6Lt800Lto5ifread0
#66 6   800       0.3581E+03 0.3155E+00   0.3260E+03 0.3885E+00 5110 4760  # out_L6Lt800Lto5ifread1
66 6   800       0.3584E+03 0.2499E+00   0.3262E+03 0.3066E+00 7680 4760  # out_L6Lt800Lto5ifread2 #conv4

