#  symbol of convergence
#   conv0 = seems to be converged well
#   conv1 = seems to be okay but slightly rising 
#   conv2 = seems to be okay but slightly falling 
#   conv3 = seems to be converged but with large error( there was a jump )
#
#   div1 = seems to be not converged still rising 
#Nf L Ltinner    EH0                     EM0                   ntot nthr
#66 4   100       0.7098E+03 0.1958E+01   0.6584E+03 0.3039E+01 20000 4760  # out_1L4Lt100Lto5ifread0 #conv3
#66 4   200       0.7010E+03 0.4486E+00   0.6500E+03 0.6158E+00 6700 4760  # out_1L4Lt200Lto5ifread0 #div1
#66 4   300       0.6995E+03 0.4024E+00   0.6488E+03 0.8538E+00 6110 4760  # out_1L4Lt300Lto5ifread0 #div1
#66 4   400       0.7000E+03 0.4268E+00   0.6493E+03 0.6969E+00 6510 4760  # out_1L4Lt400Lto5ifread0 #div1
#66 4   500       0.6957E+03 0.6449E+00   0.6446E+03 0.7822E+00 4970 4760  # out_1L4Lt500Lto5ifread0 #div1
#66 4   600       0.7012E+03 0.5395E+00   0.6509E+03 0.6009E+00 9990 4760  # out_1L4Lt600Lto5ifread0 #div1
#66 4   700       0.6954E+03 0.5148E+00   0.6436E+03 0.1006E+01 4770 4760  # out_1L4Lt700Lto5ifread0 #div1
#66 4   800       0.7004E+03 0.3950E+00   0.6503E+03 0.5427E+00 8180 4760  # out_1L4Lt800Lto5ifread0 #div1
66 4   100       0.7117E+03 0.4574E+00   0.6613E+03 0.4419E+00 20000 4080  # out_L4Lt100Lto5ifread0 #conv0
#66 4   200       0.7021E+03 0.3760E+00   0.6519E+03 0.5697E+00 7260 4080  # out_L4Lt200Lto5ifread0   
66 4   200       0.7048E+03 0.3856E+00   0.6537E+03 0.5991E+00 14030 4080  # out_L4Lt200Lto5ifread1 #conv3
#66 4   300       0.7005E+03 0.3756E+00   0.6493E+03 0.6820E+00 7160 4080  # out_L4Lt300Lto5ifread0  
66 4   300       0.7055E+03 0.2531E+00   0.6547E+03 0.3926E+00 20000 4080  # out_L4Lt300Lto5ifread1 #conv2
#66 4   400       0.6995E+03 0.4605E+00   0.6488E+03 0.7924E+00 6780 4080  # out_L4Lt400Lto5ifread0
66 4   400       0.7057E+03 0.2658E+00   0.6548E+03 0.4005E+00 20000 4080  # out_L4Lt400Lto5ifread1 #conv2
66 4   500       0.7029E+03 0.4545E+00   0.6518E+03 0.5178E+00 12060 4080  # out_L4Lt500Lto5ifread0 #conv2
66 4   600       0.7021E+03 0.5201E+00   0.6519E+03 0.5803E+00 11260 4080  # out_L4Lt600Lto5ifread0 #conv2
#66 4   700       0.7020E+03 0.3916E+00   0.6501E+03 0.6440E+00 10100 4080  # out_L4Lt700Lto5ifread0 
66 4   700       0.7048E+03 0.2934E+00   0.6535E+03 0.4393E+00 19630 4080  # out_L4Lt700Lto5ifread1 #conv2
#66 4   800       0.7014E+03 0.4092E+00   0.6512E+03 0.5655E+00 9000 4080  # out_L4Lt800Lto5ifread0  #div1

